Rank,Wallet Address,City Rank Points,Prime Roll Points,Met Deposit Points,Fuel Tank Points,Hood Boost Points,Total Points
1233,0x422712d90661909b5f7bcc255f173750a72be660,33,200,0,0,0,233
1234,0xbecb8de262db51300d5992ab324759650fe51061,232,0,0,0,0,232
1235,0x0132d45b76710d5055c4cefa4163c98291f32e62,231,0,0,0,0,231
1236,0x977c425a4779edb5fa24fec20850b6e1df2da6ab,231,0,0,0,0,231
1237,0x94820bf03e87f02b2c79607668baf9a608865149,228,0,0,0,0,228
1238,0x4323c50d70c39231cf264021ddaacce7d02fa834,228,0,0,0,0,228
1239,0x367bfa8121f7e4a59d5878be3e1cc4634f3d705d,227,0,0,0,0,227
1240,0xed878594b9e18d8c184acb3acb1812766c4e922c,65,0,0,160,0,225
1241,0x09a043874694c0576c66b2a37522107e2e129b52,25,0,0,200,0,225
1242,0x6aa966b0fc06fb5ad041b005cd312fe2cddd2052,65,0,0,160,0,225
1243,0x52b6b296165ea6af522fb4a6801ccc11ad91f3be,224,0,0,0,0,224
1244,0x160b4b8a86e93e7208eb73f7ac62e3397a02d6eb,224,0,0,0,0,224
1245,0x099ea8f1190f82ae4fadd73970cec1bced0b53de,223,0,0,0,0,223
1246,0x604ad910d0208e3ef7c1c79e94522baf7cc680da,222,0,0,0,0,222
1247,0xff319e5e7206a28daca3b540e5d30420110effaf,220,0,0,0,0,220
1248,0x8b2ee09dfaa3d898f9256fcda5ff4b7292f3bb0b,219,0,0,0,0,219
1249,0x8faba3912951e0cc0abee1f7d4115405f9bb3109,216,0,0,0,0,216
1250,0x53f9a8d4b527e219988deaf5d8246a4427eb2e31,216,0,0,0,0,216
1251,0xeb5d6645891e004fcacd169c9d21517c9978fcab,212,0,0,0,0,212
1252,0x1f8c8bb4971c42e441e2fc3662bcac89052d4373,112,100,0,0,0,212
1253,0xb4bf8433abc39e793cd3c5172eb079322b8a8c95,50,0,0,160,0,210
1254,0x4fce560cc4dbbd1f19535247051ba802baf2dc7a,208,0,0,0,0,208
1255,0xb2b8809cb9e81de7595f21cd65c4d7d36e592d0d,208,0,0,0,0,208
1256,0x1292183d5fd2a430c5d52a31c5fa42ce27da25b5,206,0,0,0,0,206
1257,0x747010709a3f7d5484c0bd313f6d01ad12735480,206,0,0,0,0,206
1258,0xf7431fdeb9603bb4fb443b88dec7642e853079a0,5,0,200,0,0,205
1259,0x7ae73a765e99019511e84f3d7028d7ca27126bcc,104,100,0,0,0,204
1260,0xc70fa4079ab57a7d96121175ffa914ce0c44f851,204,0,0,0,0,204
1261,0x7726e085d9a0b79e9918fc1e8a63e19bcac656d2,203,0,0,0,0,203
1262,0x108e3b5cf2d1c9121b37602d22adfaea38f890ab,46,0,0,156,0,202
1263,0xb5be171b53954ab58dd42c2a87ba5cd87142e884,201,0,0,0,0,201
1264,0x837253fa2d3f43a07dd8a8ce2c081aad8f670d5d,0,200,0,0,0,200
1265,0x1623fc6a841f243ae0ea64ab0627a4a96dfb1d08,0,200,0,0,0,200
1266,0x400c2789e54c1d7dccb2898097d4197511ae919a,0,200,0,0,0,200
1267,0x25d2ec39c7aeee97b84fbad3fe18247aaf5bb283,0,200,0,0,0,200
1268,0xb86d9def49b6a88a59a3a4737cc79bedab259663,0,0,0,200,0,200
1269,0xa3955e89f063e3691e55b5e095f2f11a3a0e5801,0,200,0,0,0,200
1270,0x7aa0eed7a460f78b899a3b6385c35eb0f47fb23f,0,200,0,0,0,200
1271,0x58607550a6fc904c4923f508309b366f358a91b5,0,200,0,0,0,200
1272,0x91873699ca10d7e572bec30db43ec10b52e460db,0,200,0,0,0,200
1273,0x81ed1fc2624ffe219932e8f0cc62b043c6c6092e,0,200,0,0,0,200
1274,0xedf6459082418b60ceb906fb0e165a6a17c714d7,0,200,0,0,0,200
1275,0xcc232d4357a6a2061433b47b53d254cd38490af1,0,200,0,0,0,200
1276,0x490c1487ba7b41afa345116892235f77953516b9,0,200,0,0,0,200
1277,0xe1b89679cb22488020ceaf53706e812c06cf4605,0,200,0,0,0,200
1278,0x38e964f51683cbc3e316adde5fe12c98910be3b6,0,200,0,0,0,200
1279,0x2d64039795cc76d542f296f0382382a7e5abc0b3,0,200,0,0,0,200
1280,0x7b87dbf663af24e3755196f42cdfe6bb42de659f,0,200,0,0,0,200
1281,0x3e1c6083e16052835c410916c3fa4f97b4849d12,0,200,0,0,0,200
1282,0xd3901aad04e892f8dca7ae2c153496a211728477,0,200,0,0,0,200
1283,0x0e279033ea931f98908cc52e1abfca60118caeba,0,200,0,0,0,200
1284,0xbfde97f52f50ca7731385137ec7bb62be60a8ee5,0,200,0,0,0,200
1285,0x987ce913708d877cd88c6c33c4e371da9e4b105c,0,0,0,200,0,200
1286,0x82512fed7d39d2157921d1eedfbff11ff707a9cc,0,200,0,0,0,200
1287,0xf88555ca848b66bd79bca1ee43644b4fb8060917,0,200,0,0,0,200
1288,0xec98eca15f1afd359a501bd9c59d65369e9d9d28,199,0,0,0,0,199
1289,0xadd7e05faa3d2c6c69958c7d8d9bae9ba9bca868,85,0,0,112,0,197
1290,0xdfea8987ff8581b80f3ca4b9c27c973ec68207da,197,0,0,0,0,197
1291,0xc5a2c1d170426fc2ac5fdead753cee3801f03348,197,0,0,0,0,197
1292,0x8ca1d0e74b7e7d0a624bdb234cb16093555ae46b,197,0,0,0,0,197
1293,0xa80aefcbea2a6dfb2e6d2a6da9756625b53df217,93,0,0,102,0,195
1294,0x86b4d38e451c707e4914ffceab9479e3a8685f98,195,0,0,0,0,195
1295,0x6ecef67478d2190d3d49d52693dfba7cddb54da3,194,0,0,0,0,194
1296,0x1c45d06592016ed8b4c0601c00f38fff59f2fccc,193,0,0,0,0,193
1297,0x700cd3be4343bd3bbd8e3ebc19d583353582a7ad,191,0,0,0,0,191
1298,0x90288121aeb294ed88bd709bf6de58a476ad7808,191,0,0,0,0,191
1299,0x21bc82e6406e216669d75f8e2f84e73eb6fc2679,90,100,0,0,0,190
1300,0xcb80cf133f59af0445a390bd1bfb5063ec04e7d7,189,0,0,0,0,189
1301,0xa0a17a7e7d701132b7022e2a7cd95085f094ac6c,189,0,0,0,0,189
1302,0x9d79f12e677822c2d3f9745e422cb1cdbc5a41aa,187,0,0,0,0,187
1303,0x6f3115bb85efc45ea3a5e7b866a772144938973b,187,0,0,0,0,187
1304,0x8ba8f5a1fc0ce1ce3497ed27ea601cb1e9996765,36,0,0,150,0,186
1305,0xc96f547e6fdc7087ea23dc681c30aeb6536a1e84,186,0,0,0,0,186
1306,0x3d30df5e81989360ed6c92a61853aa387c8d56be,184,0,0,0,0,184
1307,0x098c819b21881bdf5a03749f068b8771b4def213,133,50,0,0,0,183
1308,0xf80af6921c342cc22bd1ae57530351da2732f2b0,181,0,0,0,0,181
1309,0x42f422624d9e4db95a8b0d170e2c6927b204810a,0,0,0,179,0,179
1310,0x332a70f0e3f7222dd4b3a5a14126fd8d9bfba80a,179,0,0,0,0,179
1311,0xf138984bd659edd8de38fb2febedae8bed5e0255,28,150,0,0,0,178
1312,0xd0ad3617b53bd39d27064f48121b419a8c58aa13,178,0,0,0,0,178
1313,0x5144a964e82f030b77b16937c2ce167b7b45de27,176,0,0,0,0,176
1314,0xea401e19a817e8fc2a10d2cd8c561448d4fc9edf,176,0,0,0,0,176
1315,0x2efaece92bbe100c0dcdc8b46bd00640b0c5287e,175,0,0,0,0,175
1316,0x7383e767ee2a8cb39b7703cd61dcde2bf127fdad,75,100,0,0,0,175
1317,0x5c80445afc7eb52c5ecdcda133e8fd4676697c3a,173,0,0,0,0,173
1318,0x098dcba18e5aee8a45ede1772e910c79d28031ad,173,0,0,0,0,173
1319,0x98b63fe0ff5c9ea408ffc7c9fbda9f2852aa90b2,169,0,0,0,0,169
1320,0xcfc6bbfb3f8584c7ff0aeb032172ee472ed4e7dc,169,0,0,0,0,169
1321,0x5fb86de87ab6dd08c1b1face8c2528e3308b87af,169,0,0,0,0,169
1322,0x31716f6fcc382f53671155eb633de4997b021293,168,0,0,0,0,168
1323,0x966e129d11ea50d18c4161197cc4c9c12997ff75,167,0,0,0,0,167
1324,0x0889f4f579bddf25cc9b56e8341d176a7e8433ca,167,0,0,0,0,167
1325,0x633efc0b3ff672ed2482d798690fbc57cf71e53b,166,0,0,0,0,166
1326,0x9f67b28a586d62d3b629d49ca4e480055a71f8f2,166,0,0,0,0,166
1327,0x54e441232448a44f3e39270c33d848865d0498d4,165,0,0,0,0,165
1328,0xb7e53c916b1c37270456c854684bb9c35f3d3e31,65,100,0,0,0,165
1329,0x2d4224a93e71f0a666c9ffeb8d8c2080571c486f,164,0,0,0,0,164
1330,0x6670c4a13b5f3b36f32621c76525ebba3487744e,164,0,0,0,0,164
1331,0xb854f6983e0218449a3e7119c52915111f307e5f,164,0,0,0,0,164
1332,0xd461df10bea2153c8b0cd4d20b26870cdc72eae9,60,0,0,104,0,164
1333,0xd0c07fc1e0df70f3c8e51bc3ec03c0b92e7d3102,163,0,0,0,0,163
1334,0x35ada22fc52c6daaeac828adc5c72b45b05b40c0,162,0,0,0,0,162
1335,0xf4ef562fbf27d62f782be95f21b31f0fd7d4ed0f,162,0,0,0,0,162
1336,0xa0b5446a7bbab5ea828f2ac5f3df59ecbfff4c1e,161,0,0,0,0,161
1337,0xbe6c422a7aca6a352895c2a2356e735e3f4f402c,160,0,0,0,0,160
1338,0x4fa3db95d32fa11a052b09bdfb0a82641c824c54,158,0,0,0,0,158
1339,0x83ea0e27b075e76b4d11d412f9cc01b40ccfc0d0,157,0,0,0,0,157
1340,0x5d8640886ae923711c64f017b3dc835a67722110,157,0,0,0,0,157
1341,0xca907ff5608b53bfaf9f905ec27b9b6664cd576c,157,0,0,0,0,157
1342,0x6cc475445332917fdb999edc36bbb92411004b49,156,0,0,0,0,156
1343,0xb9532e63ed0dea7a699e84264bce5f97d7d30234,156,0,0,0,0,156
1344,0x2c671b86c24f4472bffd9d8be46aac4269e20e7e,154,0,0,0,0,154
1345,0x2c43625fd2cf9246b0a6c0af6813d1c8b6ce0e1a,154,0,0,0,0,154
1346,0x1d21045d3f78927d149aadf7bdd84234a0f70104,54,100,0,0,0,154
1347,0xf2d29bbd9508cc58e2d7fe8427bd2bc0ad58e878,153,0,0,0,0,153
1348,0x3d0a8df7eac3cf3ec06b880d3aa1d2170b66404f,22,0,0,130,0,152
1349,0xcd689beb059d96ca51c8281d50fc3150c24ad9c2,151,0,0,0,0,151
1350,0xace718e1914f4824a3832fdf74d5279c168d53c6,151,0,0,0,0,151
1351,0xbabcdad3b3cda6ca7041a87253529d49658c7d59,0,150,0,0,0,150
1352,0x3c391f59e33fc6a52a0f72cfdab0ab38e4d7ad19,0,150,0,0,0,150
1353,0xef53dbe48368d5d427346ffe59bac0d73605da1f,150,0,0,0,0,150
1354,0xe7c30f850efa67681c7e4ae2a2cb0fcc25a7eaf9,0,150,0,0,0,150
1355,0x60ac84d6c11529b3b03db64c00c47f7d8d4a2341,0,150,0,0,0,150
1356,0x368a77e263bf71390efc1885fa747e70b0a738a3,0,150,0,0,0,150
1357,0x9ef307c0a4afddc315baa9e5e8cb0e1ab6471e38,0,150,0,0,0,150
1358,0x43e8c9cac18b19f5eb7605c438b8386aab012c2b,0,150,0,0,0,150
1359,0x8e74ba38b5cafca0a00100e4070581c91332abd6,0,150,0,0,0,150
1360,0x965fc3cfc9ed489e421b7c55a5c02d75c254f5d3,0,150,0,0,0,150
1361,0xda104377d10aab4c7de7d49f772905f43ec85589,0,150,0,0,0,150
1362,0x3f2a008f7955aac8635ef27112d873c33fdf9a73,0,150,0,0,0,150
1363,0xbc8492a5815218920b0c28fd558d427d77c91ab2,0,150,0,0,0,150
1364,0xd95175f670d3586a7fff1e0678e9fa5793ea48db,0,150,0,0,0,150
1365,0xa1bba0bc0c6010af21d74ec2d889cedfca8fb6ac,0,150,0,0,0,150
1366,0x68fb1f3202c91c043268cb47b1d2b0ffdba80002,0,150,0,0,0,150
1367,0x29c3ef7abbe8f1897719b0aa3af191f5bb562d69,0,150,0,0,0,150
1368,0xc2fe4deaff7bf8cff12fcf3139aa950cb902a717,0,150,0,0,0,150
1369,0x3e1df292c4aeb7b72cf0d4f1319d609ccb614284,0,150,0,0,0,150
1370,0xee8f7ac7afdd357609c81484fb6f527b50744204,0,150,0,0,0,150
1371,0x7691f281becf940d8ac73a9a39d86959ea96b475,149,0,0,0,0,149
1372,0x55edf6e986c3d21f5ed1ddb87237ba293fb40814,148,0,0,0,0,148
1373,0x1d484ddfa49a3df44e3d0f5ffe3e194045bb0869,148,0,0,0,0,148
1374,0x816d51cf7d44bfc804e35ec89b8d9d619652eca8,148,0,0,0,0,148
1375,0x23bc0738051397035e49d3efbd5aa94f7281a140,148,0,0,0,0,148
1376,0x30da9add5a6c4480d79495fb195a50ae97eca4a6,46,100,0,0,0,146
1377,0x12b1591b15851230839a20dfed1601ae42ed94ed,146,0,0,0,0,146
1378,0x964ef3218d8815ecff89e0af40098514d05ba1ce,146,0,0,0,0,146
1379,0x015ad8384cdd86ae3dca67eb713a37cd191f97d6,145,0,0,0,0,145
1380,0xa30ba688b4cd742fec73d4691eff933e6b837bbe,144,0,0,0,0,144
1381,0x687294569867f8138519763a19a761c20e032c58,143,0,0,0,0,143
1382,0x551c5770ab4ae8b4d2158ae96dcfa9150bb0d7b0,143,0,0,0,0,143
1383,0xc0dc00ce6bba603fb32f6a55639c9b796ca1a81a,141,0,0,0,0,141
1384,0xdc8e2d61b358041d5128f25355d716708a983e45,35,0,0,105,0,140
1385,0x685772bd850b936b48bc18f261ed56602d6af2c4,140,0,0,0,0,140
1386,0x23e468b934eb234465537af6e96680a2b48d174a,140,0,0,0,0,140
1387,0x161d93e3c2b795011c6d6d0542ba81de643426f2,139,0,0,0,0,139
1388,0x4d282b79ccc3ebe0eedc4010177c5b5b691f21b4,38,0,0,100,0,138
1389,0x189ffdd08e82721204729d1eb9db33384492abcb,13,0,0,125,0,138
1390,0x52bb30d6d9d85b69aa869e572d902db8b0f6a334,137,0,0,0,0,137
1391,0x20df3b6724dfead485b95e9c2568183ded217051,137,0,0,0,0,137
1392,0xfd7a028a6197313889fc83376c3edbb333f9808b,137,0,0,0,0,137
1393,0x43363f4132587ac47add0f3b5fd918801e8eb417,136,0,0,0,0,136
1394,0x5dea60eef2bfcef3a808a219b562145d1b80bd7d,136,0,0,0,0,136
1395,0x6ed8f9798ab67ce84bbf7d538524d6316d32c297,135,0,0,0,0,135
1396,0x31d6efd9aea795b8bef68dc39f5997633e9cdd00,135,0,0,0,0,135
1397,0x198422d4b8c69d830cfb3a92fa95f976b982f8c7,135,0,0,0,0,135
1398,0x22710a7d9653fca297ba84452ea2ded8c21990ce,134,0,0,0,0,134
1399,0x2fbd45c15fd7e3897b355a4d0403511334d2f5e3,133,0,0,0,0,133
1400,0xf83d7a4dc0fc5a064720b4f5781fe8435b214683,133,0,0,0,0,133
1401,0x64baab2d623ae1fa17ed3754bcc8cf3e7f460b4c,133,0,0,0,0,133
1402,0xb245a959a3d2608e248239638a240c5fcfe20596,133,0,0,0,0,133
1403,0x3c8b480dc037d7cbc3e5317b4b2097906e0fa345,133,0,0,0,0,133
1404,0xb9c2cb57dfe51f8a2fb588f333bdc89d8d90ca9b,132,0,0,0,0,132
1405,0x2c2cd3812ea5f3233f7e4c77ae55bd2bd6e75e0c,131,0,0,0,0,131
1406,0xee70d0bdf15b2ceaddfb09fd1c743be293abe37f,131,0,0,0,0,131
1407,0x8ed876fded3699c590be3e12cef56e23376eff3b,0,0,0,130,0,130
1408,0xe8771a6247f9b9ccecce195d12e4afb9abaa847c,130,0,0,0,0,130
1409,0xc9080ec4caea599dca62f41f416a2280be9d3adf,130,0,0,0,0,130
1410,0xe106b7e5fd62f93b64deb728b97b95cbb3e25418,129,0,0,0,0,129
1411,0x85c4a560446563c1bfa33afc636b54de5a3a3335,128,0,0,0,0,128
1412,0xe55137d967f55ae5bd967ffe4337e6aa57663e07,128,0,0,0,0,128
1413,0x68cca4f9cbc5219581536c1e18f2588bc0b13911,128,0,0,0,0,128
1414,0x2f22eed284d130c1981a3456b5fc604104f0bf26,127,0,0,0,0,127
1415,0x54ca4c90e045d7deb3c49569701138b93cabe48b,127,0,0,0,0,127
1416,0x9e77d5adaf102b574a597dbcb474ec21bc3dfabc,125,0,0,0,0,125
1417,0x367c5f0dcc7e5deaa3afb3bd4b6478bc868ad5e2,125,0,0,0,0,125
1418,0x4b2ccbf11eb63f21fb02da5dfdf4ab8a79453639,25,100,0,0,0,125
1419,0x06de4d1eb14c737d270ce8aab4295411ba51f29e,125,0,0,0,0,125
1420,0x66297c04f9dc4cb6a3e2b08af4bffdfb337563d1,125,0,0,0,0,125
1421,0x967f5e01baceb5def9fbd8663e98e783a93d8bba,124,0,0,0,0,124
1422,0x55e1037ab240098763c3dd374fe723ac3b5b86a6,74,50,0,0,0,124
1423,0xe2bdae527f99a68724b9d5c271438437fc2a4695,122,0,0,0,0,122
1424,0xd14827a835b53011f8058df335c59da26f7c9a96,122,0,0,0,0,122
1425,0x993718d08baf1c02d3be995c0e3619766ae6dcbc,21,0,0,101,0,122
1426,0xcb97592071fa186ed4c8d00dcd1d50f4145c1a80,121,0,0,0,0,121
1427,0xae7f7ef71b0317b53ab088c2b4c3a706a4539915,121,0,0,0,0,121
1428,0x6dc2d98599c8057a026910fae5517e293432d6e4,120,0,0,0,0,120
1429,0xdf541ceb9815ab6621a85f1e4035f15c652ed6cb,120,0,0,0,0,120
1430,0x4a8b9e2c2940fdd39aceb384654dc59acb58c337,120,0,0,0,0,120
1431,0x8647271112679a680bd2584902dc627e6f265e06,119,0,0,0,0,119
1432,0x20bd84fa0bdec2c4da7e8a9b7a2752ad6e791efb,118,0,0,0,0,118
1433,0x07b162ab00e270bb05c2eb7e6f3455560210d125,118,0,0,0,0,118
1434,0xf8d189386fb4ea01d5d760ae152e63514644ca3f,118,0,0,0,0,118
1435,0x66d0b2f496aeda911f6083529aae89d0b3fa9cdc,117,0,0,0,0,117
1436,0xeb32fca1354459f2f17535036d815033f72e32e1,117,0,0,0,0,117
1437,0x68f2e1f5d5dbae1206e67ced44e778a79ee201ab,117,0,0,0,0,117
1438,0x0de978dece831b71ba126ffe9efcd66bba2df136,0,0,0,117,0,117
1439,0x585da33717decbe3f8eb8aafa4cd3ffa22aa10bb,116,0,0,0,0,116
1440,0x79adea6499f08a58438b9828913fdbac98386605,116,0,0,0,0,116
1441,0x5aa7510e8dee59209514b47942ce1878ce8dddaf,116,0,0,0,0,116
1442,0x8a7ea886e45656ec1697c4a5e20450cfe8d62a83,115,0,0,0,0,115
1443,0x93b1f9f85f24fb06d440f6fcd5d3abdf05e68088,115,0,0,0,0,115
1444,0x4c7664614aba3710d827ad5af7a47161a83f2242,115,0,0,0,0,115
1445,0x6993c1b274ca322292635e45bef4f99afb202e2a,115,0,0,0,0,115
1446,0x0dfb6a45da56c98b3407a2991b12ac5f913706ce,114,0,0,0,0,114
1447,0x6a2ed05e1bdf600a13d7944835352b7319909b74,113,0,0,0,0,113
1448,0xa476686a7f74d2fb28c23ed3f59aa45557210577,112,0,0,0,0,112
1449,0x9cddb0fd57c9598963e8a3735f9a70f7f0212146,112,0,0,0,0,112
1450,0xad30a419351c0960028109b524043f6e92606976,112,0,0,0,0,112
1451,0x811ea54c975044ab74396a632ca127b3ebd15702,111,0,0,0,0,111
1452,0xd9504b6b66881b17e62fb22d33c7cda648fe7f3d,111,0,0,0,0,111
1453,0x89dc32c27aad74ce78c592aa08365de8a208ec80,111,0,0,0,0,111
1454,0x9fe7049aa469d54c4732a5f4193475cdc7aa54e3,111,0,0,0,0,111
1455,0x53fa7673371d5c3f033265671f67434e023512f6,110,0,0,0,0,110
1456,0x86e3f42306ed8cb3ff0287f6ecc9a902d68855e5,110,0,0,0,0,110
1457,0xc53f3449431fe47270a3e8447f76c1ff28aa4e21,110,0,0,0,0,110
1458,0x1107a56a15671ed9a264c28a4fa9ca5afa18f553,109,0,0,0,0,109
1459,0x4b0a238a01ec57524e3cf423c7c552c1a0b72090,109,0,0,0,0,109
1460,0x77e4da86c3a075cd46284710065e34b4973663d7,109,0,0,0,0,109
1461,0x4a79dc21354fbc4cff4653a0d6f3dda51fb0c9ff,7,0,0,102,0,109
1462,0x87ed1d1aa7b7e52db862f85f585e0d233529d4e8,108,0,0,0,0,108
1463,0x0fc6894b865f4e9ecd9d8d43f57766adc0e8f745,108,0,0,0,0,108
1464,0xf6d021957bcf250ed522ef1a64a6367bd5e34b16,108,0,0,0,0,108
1465,0xcda54f82379d6d33b2a761c0f7f5fe248dd87710,106,0,0,0,0,106
1466,0xc75359e231816a609434c940affcc49953dbd7f5,106,0,0,0,0,106
1467,0x4f5e7f5c25d57f3414bd6d464740a9ee0be16e4e,106,0,0,0,0,106
1468,0x90f25ad795d40a1625740d49299bec5c022eef9c,105,0,0,0,0,105
1469,0xa04bf5542cf8973bfc14ee4bf73c4032879dd0bf,105,0,0,0,0,105
1470,0x0e2bfc70c51774c21ad70b0926bbe854a34cbd37,105,0,0,0,0,105
1471,0x12efe885eb42830cb16929878298ee21291d9b02,105,0,0,0,0,105
1472,0x38782da9767f843e4e2dd279ca33c991e49fcbed,105,0,0,0,0,105
1473,0x5a96c56f26ee3ed08534326cd01601c7676a6430,105,0,0,0,0,105
1474,0x6d67d20985bb81cc70cc737f71c9e3e49fb701d6,105,0,0,0,0,105
1475,0x58cee6fcc00671dd8ef315b63fc008adb9547f93,105,0,0,0,0,105
1476,0x39797255bad64c29322a04c18b918bc3ed669d4d,5,100,0,0,0,105
1477,0x5f71f5608cf62acafd799791a64c74ea21f247d8,105,0,0,0,0,105
1478,0xc53307052c6406be0c67fb882a3fc2b3c20797e7,104,0,0,0,0,104
1479,0x2f7670e702dc14c87c7690701e4442bf5b474a50,103,0,0,0,0,103
1480,0xfb13d30424b5bf0487bf04b9ca590549d9da1a37,102,0,0,0,0,102
1481,0xb27fb97fccf51fbd1c9b33dd0f8b8fe9a4dab040,1,100,0,0,0,101
1482,0xe30d4a53e3a4f835e504574192987988c420c7bd,101,0,0,0,0,101
1483,0x7ccad45fcbbaecd43f960c5af4e82ed2a0021d7c,0,0,0,100,0,100
1484,0xd44d49616a41e430db0008658fa3da3199e1431d,0,100,0,0,0,100
1485,0x219778534c0259b5f0b79a86517739754fcaa143,0,100,0,0,0,100
1486,0x7af6086ffd4a55c9036673e7f0cddd1dd647221c,50,50,0,0,0,100
1487,0x63dd39aec53c7e50c023868f46bd1391e54988ba,0,100,0,0,0,100
1488,0x8fabe1273aaac9bd0b410171c31f4f51c20e6698,100,0,0,0,0,100
1489,0x380a8c10008c00fba276c3ac4dd3b05a6c3f4bf1,0,100,0,0,0,100
1490,0x49c4c001b58cbd710251b418027a59ff805ea981,0,100,0,0,0,100
1491,0x359e50c605a15a517fcf4a8db0beeb7c34b22374,0,100,0,0,0,100
1492,0x4314fff933394b0b6ebaab886b1e14cfff0fd657,0,100,0,0,0,100
1493,0xb2e7e393e8c6dfe9c311ce786e1e68459253839c,0,100,0,0,0,100
1494,0xc1c54223f78492248b9d73b344ebb435fa29b331,0,100,0,0,0,100
1495,0x986c38c8f674d52b6bd05eb72b79cda54310ed08,0,100,0,0,0,100
1496,0x9d8179fe4ff6dbbddee2f1c853f6ceaa043ee23c,0,100,0,0,0,100
1497,0x462fcc4b3fc64e0dfd751424bc3b070d79efb300,0,100,0,0,0,100
1498,0xc9e09eb8b3def0ac38a1611d4bfa4cf65d1050f6,100,0,0,0,0,100
1499,0xb4f50bf86abf21eb81ef90e0c8db19b156027145,0,100,0,0,0,100
1500,0xaceb5937e4057139ca1deffe9eb726d9ae6000d4,0,100,0,0,0,100
1501,0x223a1b8d6f2ef8d83e0df91542b99601bc558e2c,0,100,0,0,0,100
1502,0xe95ab07a55e8489fe8e81e3281c8b3fd95c7d8af,99,0,0,0,0,99
1503,0xe8c0fe3699db673486c391a4eefa5a18c7cfd4d6,99,0,0,0,0,99
1504,0x607ebb012d5dfb73adadc0101364ee931dd2a29f,98,0,0,0,0,98
1505,0x3c2c38ae8853a99095192512cc2e7fa4079af222,98,0,0,0,0,98
1506,0x2ad09b2d2744de5f138feae2ef4f0fc711a574af,98,0,0,0,0,98
1507,0x07638e6bd8ea54642ec19a0209c66e74cdb4e0dc,97,0,0,0,0,97
1508,0x524d9237d64ff3910c0588ae8d5b8ee775c7c0ad,97,0,0,0,0,97
1509,0x520c1058ccddbdcf428cc4b99e6c669edde487e7,97,0,0,0,0,97
1510,0xd71e4237e940198f8b1a4e81a9e010c957d2dd01,97,0,0,0,0,97
1511,0x69cfabf25bf4b629416bf589e27f37a8a8fe0a34,97,0,0,0,0,97
1512,0x2768391866ec186584cb94f21c28dbef1b8154d7,96,0,0,0,0,96
1513,0x614b49fa829658bf61a1c5e52583df4a15670eba,96,0,0,0,0,96
1514,0x339399b830383c94f76343cba6d2465bbdeff4e4,95,0,0,0,0,95
1515,0x6507db73d6ade38af8467eb5ab445f224cedaf38,95,0,0,0,0,95
1516,0x5d5d965f52721de9238dadf6366b42bfd7d721e5,95,0,0,0,0,95
1517,0x552544565b93cca46e8a9d11f4a71a78c6d06f36,95,0,0,0,0,95
1518,0x8b8fd5cea96c61940778fe3ded6d2f2131f27385,95,0,0,0,0,95
1519,0x7d06c801b21c025b443f30bfa6fff37a6aa8f887,44,50,0,0,0,94
1520,0x749db7849622b7d91d5d5219a3a459e55805c7b9,93,0,0,0,0,93
1521,0x0321fed3af11c0dac59578c48f60982001a7f3d6,93,0,0,0,0,93
1522,0xaeb95e7b3be6d16bfac4cbb636fbbf5a73b13e28,93,0,0,0,0,93
1523,0x613a1df3efb8a6b9e20f0e477d14b745547ac4c9,93,0,0,0,0,93
1524,0x027e94ca2afdd5a90731526eb20b017734929fd9,42,50,0,0,0,92
1525,0x0eb6ed427e14e42dc01cb266943b22db5231f14b,92,0,0,0,0,92
1526,0x4b045408c9574e6b3135369b6b9dde79e42a1fbc,92,0,0,0,0,92
1527,0x78c97e4558e37bd33f68edc1184fd40c08df8bd6,91,0,0,0,0,91
1528,0x4200913251d8e55f5233446f5cfdcfe64668500a,90,0,0,0,0,90
1529,0x17eeef392094bca35da5374aa16f82873aa8644d,90,0,0,0,0,90
1530,0x77f1f02101cf89268f451184b541a2fbcc436a09,90,0,0,0,0,90
1531,0x12a3da623143c7d77f81c0a32439d58f9ab0f15b,90,0,0,0,0,90
1532,0x27831c1833e661cfb41701278a92d064d03a69b1,87,0,0,0,0,87
1533,0x62083c6a507966e70e244c946d976b79e02add9b,87,0,0,0,0,87
1534,0x8c1a4de2fff9ff7279da00c7277e3300f45b85b1,87,0,0,0,0,87
1535,0x5f0e7c0f435c6c280b3d6fd24857c3f38a9aa1d4,86,0,0,0,0,86
1536,0x8e8db32d0c15116ac33ea8d1ae56747b94883e60,85,0,0,0,0,85
1537,0x0c633753fa7a8e5143176090aaaf0f35b12cc60c,85,0,0,0,0,85
1538,0x0467529142f1eeda848c4722e026c0b753e6aaaf,85,0,0,0,0,85
1539,0x54cb44886610eff9334ab24397ba3c7919ff7d71,84,0,0,0,0,84
1540,0xd18b5daac309ec007fcc51a9738832beef420603,84,0,0,0,0,84
1541,0x45b34ed165c19eb24d549bd34643393ed3039046,84,0,0,0,0,84
1542,0x5b14157cbbc253a19247b9372d464e2edf2b9074,81,0,0,0,0,81
1543,0xfccddaefe80044cb624741f7206cbd24706b34c3,81,0,0,0,0,81
1544,0xb0dc04166835b9429345fa72c70c9d52959de57b,80,0,0,0,0,80
1545,0xecebdc4c57c1afc053c7b4ff45ddc4300d4a20c8,80,0,0,0,0,80
1546,0xc6f07f765c1ff6751504a340044b03e37fff4a7f,80,0,0,0,0,80
